id,date,user_id,year,usa_boulders,name,climb_type
27384,1002405600,151,2001,V6,"L'envol du martinet",1
27385,1002578400,151,2001,V6,?,1
27516,999986400,151,2001,V6,?,1
27750,1002060000,65,2001,V6,Pika,1
27751,1002060000,65,2001,V5,Delicatessen,1
27752,1002060000,65,2001,V5,"Achilles Heel",1
27762,1002578400,5,2001,V6,"Fear No Evil",1
27763,1002578400,5,2001,V6,Eliminate,1
27764,1002578400,5,2001,V5,"Sloper Traverse",1
27766,949359600,5,2000,V5,Morpheus,1
27862,1002146400,110,2001,V4,"? (red b.23/b)",1
27863,1002146400,110,2001,V4,"? (red b.22/a)",1
27864,1002405600,110,2001,V5,"Khaki Dehors",1
27906,1002664800,151,2001,V6,"La Joker",1
27907,1002664800,151,2001,V7,"Casse tête",1
27908,1002664800,151,2001,V5,"La clé",1
28041,1002837600,5,2001,V5,"Joy Ride",1
28042,1002837600,5,2001,V5,"Mr. Long Arms",1
28140,1002924000,161,2001,V7,"Too Hard For...",1
28141,1003701600,161,2001,V7,"Chase The Sun",1
28576,1003269600,151,2001,V5,?,1
28578,1003356000,5,2001,V7,"Cleaning Up Dyno",1
28579,1003356000,5,2001,V3,"Free Beer",1
28580,1003356000,5,2001,V5,"Cleaning Up",1
28605,1003356000,5,2001,V5,"Trundle Bunny",1
28606,1003356000,5,2001,V5,Unknown,1
28607,1003356000,5,2001,V5,Unknown,1
28608,825634800,5,1996,V4,"Try Again",1
28609,857170800,5,1997,V5,"Pete's Traverse",1
28610,888706800,5,1998,V5,"The Pedestal",1
28612,883609200,5,1998,V5,"The Polyplukder",1
28613,852073200,5,1997,V4,"Iron Cross",1
28614,883609200,5,1998,V4,"Neil's Lunge",1
28636,1002751200,158,2001,V9,"2001-En rymdodysse´",1
28637,1002751200,158,2001,V6,Skulderbulder,1
28638,1002751200,158,2001,V6,Axelmakten,1
28639,1000936800,158,2001,V6,Sommarnatt,1
28640,998258400,158,2001,V6,Sommartid,1
28665,1063144800,111,2003,V2,"Raggarjävel",1
28795,1003615200,5,2001,V6,"Lean Mean Fighting M",1
28796,1003615200,5,2001,V5,"To and Fro",1
29300,1003615200,69,2001,V7,"Out of the FryingPan",1
29301,1003528800,69,2001,V5,"Boxcar Traverse",1
29302,987285600,69,2001,V7,"Pequena Langosta",1
29355,1003960800,167,2001,V6,"Magic Mushrooms",1
29356,1003960800,167,2001,V5,Chill,1
29616,1004047200,185,2001,V6,?,1
29664,1003615200,11,2001,V6,Skulder-bulder,1
29665,1003615200,11,2001,V7,Butch,1
29721,1003960800,118,2001,V13,"Circadian Rhythm",1
29865,1003960800,161,2001,V7,"Directors Cut",1
29866,1003788000,161,2001,V7,Noname,1
30017,1004742000,167,2001,V6,"Kylskåpet",1
30018,1004742000,167,2001,V5,Parma,1
30060,1004655600,79,2001,V8,?,1
30061,1004655600,79,2001,V8,?,1
30062,1004655600,79,2001,V5,?,1
30063,1004742000,79,2001,V5,?,1
30064,1004742000,79,2001,V5,?,1
30161,1002751200,42,2001,V8,"Wet Banana",1
30162,1004396400,42,2001,V9,Tarheel,1
30163,999640800,42,2001,V8,"Spare Change",1
30164,999295200,42,2001,V7,"The Wave",1
30165,1000072800,42,2001,V8,Johnometry,1
30166,1003528800,42,2001,V8,LowRider,1
30167,1004396400,42,2001,V8,SuperGneiss,1
30168,1004742000,42,2001,V8,"Excuse Purse",1
30174,999295200,42,2001,V8,"Tweeky Brid",1
30175,992988000,42,2001,V8,"Action Figure",1
30176,987372000,42,2001,V7,"The Hulk",1
30273,1004742000,11,2001,V7,Marionet,1
30462,996616800,42,2001,V8,"Bunney Hop",1
30463,997394400,42,2001,V8,"Gassed Off",1
30522,1004742000,69,2001,V7,"Cream cheese",1
30760,1001887200,118,2001,V12,"Skipper roof",1
30761,1001887200,118,2001,V11,Sunspot,1
30762,1001887200,118,2001,V12,Eternia,1
30763,1001887200,118,2001,V12,"Leviathin style",1
30764,1001887200,118,2001,V11,"Left el Jorge",1
30765,1001887200,118,2001,V11,"Golden rows of flows",1
30766,1001887200,118,2001,V11,"Triple threat",1
30767,1003096800,118,2001,V11,----,1
30768,1001887200,118,2001,V11,Cloudwalker,1
30769,1003096800,118,2001,V11,"The fuck you finger",1
30770,1004569200,118,2001,V10,"The Can Opener",1
30771,1004569200,118,2001,V11,"Jitterbug perfume",1
30772,1003096800,118,2001,V11,"Beyond life",1
30908,1005346800,79,2001,V7,"holiday park",1
30909,1005346800,79,2001,V8,"flight no 23",1
30925,1005346800,151,2001,V10,Alta,1
30926,1005346800,151,2001,V8,"La memel",1
31648,1004828400,38,2001,V8,Noname,1
31658,1005951600,167,2001,V3,"bredvid krama",1
31675,1005865200,42,2001,V8,"Tips Away",1
31676,1005865200,42,2001,V8,"Not a Pocket Problem",1
31939,1006124400,89,2001,V7,Etracomunitarium,1
31940,1006124400,89,2001,V5,NewJump,1
31941,1003442400,89,2001,V4,IndianSound,1
31942,1005951600,178,2001,V6,"La Rhume Folle",1
31943,1005951600,178,2001,V3,"La Marie-Rose",1
31944,1006038000,178,2001,V5,??,1
31945,1006038000,178,2001,V4,??,1
31978,1005951600,69,2001,V8,"Boxcar arete",1
32023,1005951600,151,2001,V6,"L'aconqueàdoigt",1
32024,1005951600,151,2001,V6,"La vie d'ange",1
32212,1006297200,5,2001,V7,Krimptonite,1
32261,1006297200,42,2001,V8,"Heart of Glass",1
32933,1006815600,42,2001,V8,"All the Way",1
32934,987285600,42,2001,V7,"The Cave Problem",1
32935,992988000,42,2001,V7,"Shelter From the Storm",1
32986,1006815600,5,2001,V7,"Comme a la Maison",1
33089,1014937200,59,2002,V8,"Little Hercules",1
33090,1003096800,59,2001,V8,Dopeman,1
33091,1004569200,59,2001,V8,"Jackson Pollock",1
33092,1005778800,59,2001,V8,"Dwarf Toss",1
33093,1004569200,59,2001,V8,"Boxcar Arete",1
33094,1004569200,59,2001,V7,"New Pair of Glasses",1
33095,1003096800,59,2001,V7,"Up in Smoke",1
33096,1004569200,59,2001,V7,"Big Ocean",1
33097,1003096800,59,2001,V7,Red,1
33098,1004569200,59,2001,V7,"Delicate Soul",1
33099,1004569200,59,2001,V7,"Welcome Terrordome",1
33100,1003096800,59,2001,V7,"Italian Stallion",1
33101,1004569200,59,2001,V7,"The Hop",1
33102,1003096800,59,2001,V7,"The Buddha",1
33103,1004569200,59,2001,V6,"Ride the Lightning",1
33104,1004569200,59,2001,V6,Vintage,1
33105,1003096800,59,2001,V6,"Individual Medley",1
33106,1004569200,59,2001,V7,"Tiger Style",1
33107,1003096800,59,2001,V8,Saigon,1
33108,1004569200,59,2001,V6,"Mad Lion",1
33109,1004569200,59,2001,V7,Bodacious,1
33110,1003096800,59,2001,V6,"Universal Socket",1
33111,1004569200,59,2001,V7,"Ethnic Cleansing",1
33112,1003096800,59,2001,V6,"Marrakesh Express",1
33113,1004569200,59,2001,V8,"Pat's Pinch",1
33114,1004569200,59,2001,V8,"Planet Telex",1
33115,1004569200,59,2001,V6,Cuttooth,1
33116,1003096800,59,2001,V7,"Paranoid Android",1
33271,1007161200,5,2001,V6,"Breaking the Mold",1
33394,1007247600,38,2001,V8,"Unamed B9",1
33395,1007247600,38,2001,V7,"Unamed B8",1
33404,1007161200,69,2001,V8,"Chilli Sauce",1
33482,1005778800,43,2001,V12,Mandala,1
33483,996357600,43,2001,V11,"The Egg",1
33484,996357600,43,2001,V11,"Lucky sharms",1
33485,995493600,43,2001,V10,"No Troublems",1
33486,995493600,43,2001,V10,"Sesame Street",1
33487,996530400,43,2001,V9,Resurrection,1
33488,996876000,43,2001,V9,"Heather Graham",1
33489,978476400,43,2001,V10,"Toxic Avenger",1
33490,979167600,43,2001,V10,"The Receptionist",1
33491,979686000,43,2001,V10,Mojo,1
33492,981241200,43,2001,V10,Freak,1
33493,998431200,43,2001,V10,"Scrawny and Brawny",1
33494,1005778800,43,2001,V9,Moonraker,1
33495,1006383600,43,2001,V9,"The Egg",1
33502,1006642800,131,2001,V10,Democle,1
33503,1006642800,131,2001,V11,Ballantines,1
33504,1006642800,131,2001,V10,Caronte,1
33554,1007420400,69,2001,V7,"No name",1
33555,1007420400,69,2001,V6,"Tearful monkey",1
33940,1007766000,5,2001,V6,"The Squib",1
33941,1007766000,5,2001,V5,Unnamed,1
34091,1007852400,151,2001,V6,"Oeil pour Oeil",1
34092,1007852400,151,2001,V6,"Les limbes",1
34093,1007852400,151,2001,V5,"Le squale",1
34525,1007506800,131,2001,V11,"Le Surplomb...",1
34688,1007938800,43,2001,V11,"The Crackin'",1
34689,986076000,43,2001,V10,"Death Penalty",1
34690,986076000,43,2001,V10,Khadeija,1
34691,986076000,43,2001,V9,Silence,1
34865,1008370800,110,2001,V4,"Eine runde Sache",1
34866,1008370800,110,2001,V4,Windbeutel,1
34874,1008370800,69,2001,V8,Howl,1
34876,960328800,61,2000,V7,Buddah,1
34878,1007766000,61,2001,V5,"STANC Indirect",1
34879,1003701600,61,2001,V6,"Font Arete",1
34880,1005951600,61,2001,V5,"There Is No Spoon",1
34890,1008370800,79,2001,V8,Caveman,1
34992,1008630000,118,2001,V12,"Child of the Storm",1
35025,1008802800,59,2001,V7,"Like Spinning Plates",1
35026,1008630000,79,2001,V8,"Disco Diva",1
35027,1008630000,79,2001,V8,Gleaner,1
35060,1008802800,38,2001,V7,"Mothers Pet Trav.",1
35061,1008802800,38,2001,V6,"B7 Arete",1
35062,1008284400,38,2001,V8,"Ape Drape",1
35063,1007247600,38,2001,V6,"B7 Wall",1
35064,1007247600,38,2001,V6,"B7 Arete",1
35082,1073689200,79,2004,V8,"Morning Dove White",1
35083,1071442800,79,2003,V7,"Action Figure",1
35131,1008975600,5,2001,V6,"Neil's Lunge Var.",1
35134,1016751600,59,2002,V11,Karajo,1
35206,993938400,59,2001,V5,Freakbook,1
35207,993938400,59,2001,V6,"Mo Money Mo Problems",1
35208,993938400,59,2001,V5,"The Classic",1
35209,993938400,59,2001,V5,"Million $ Problem",1
35338,1007161200,59,2001,V6,"The Pearl",1
35389,1009407600,69,2001,V9,Catharsis,1
35390,1008975600,69,2001,V6,"arete L of Mercury",1
35391,1008975600,69,2001,V7,"Moby's eye sit start",1
35415,1009494000,5,2001,V6,"Chemical Stand",1
35420,1009234800,95,2001,V6,"Shelter From the Storm",1
35427,1009580400,5,2001,V8,"Fight Club",1
35428,1009580400,5,2001,V4,"Pure Power",1
35451,1071874800,79,2003,V8,Saigon,1
35452,1007161200,79,2001,V6,"Pope's Prow",1
35453,1007161200,79,2001,V5,"Iron Man",1
35582,1009753200,5,2001,V6,"Lost & Found",1
35591,1005001200,155,2001,V9,"Chin Grinder",1
35592,1006642800,155,2001,V9,Vienna,1
35593,1008111600,155,2001,V9,"Feeding The Pony",1
35594,1008716400,155,2001,V8,Deliverance,1
35595,1006383600,155,2001,V10,"Toy Boy",1
35596,1008716400,155,2001,V10,"Angel Share",1
36004,1010098800,79,2002,V11,"Swordfish Trombone",1
36005,1010098800,79,2002,V8,"High Plains Drifter",1
36028,1010098800,155,2002,V9,"Jerry's Traverse",1
36273,1010012400,148,2002,V5,"Use your Rudder",1
36274,1010185200,148,2002,V5,"Roadside B1",1
36275,988149600,148,2001,V5,"Roadside H2",1
36279,988149600,148,2001,V5,"Roadside B3",1
36330,1010271600,79,2002,V8,Cayla,1
36374,988149600,148,2001,V6,"Roadside B2",1
36375,988149600,148,2001,V5,"Roadside C3",1
36376,988149600,148,2001,V5,"Roadside H3",1
36377,1010185200,148,2002,V4,"Duck L'Orange",1
36378,1010185200,148,2002,V4,"Fortress F3",1
36379,1010012400,148,2002,V3,"Lumpy Faced Russians",1
36380,1010185200,148,2002,V4,Diddles,1
36381,1010185200,148,2002,V5,"Campground I6",1
36461,1001800800,148,2001,V5,"Green Beetle - Stand",1
36525,1010185200,69,2002,V5,"Pogo Stick",1
36526,1010185200,69,2002,V5,"New Years Boulder",1
36527,1010185200,69,2002,V5,"Arete, New Years B",1
36661,1010876400,148,2002,V6,Dunce,1
36662,1010790000,148,2002,V5,Reach,1
36663,1010790000,148,2002,V5,"Yellow Belly",1
36664,1010790000,148,2002,V3,Grater,1
36665,1010790000,148,2002,V4,Lateral,1
36696,1010790000,42,2002,V10,"Toxic Avenger",1
36747,1007766000,79,2001,V8,Misfit,1
36748,1007766000,79,2001,V7,"Power is nothing",1
36928,1011049200,131,2002,V12,"Passo Mambo",1
37204,1011394800,5,2002,V8,"Leap Frog",1
37205,1011394800,5,2002,V6,"Sink or Swim",1
37265,1010098800,1,2002,V5,???,1
37266,1010098800,1,2002,V5,???,1
37423,1011049200,118,2002,V12,"La Soucoupe",1
37424,1011049200,118,2002,V11,??,1
37425,1011049200,118,2002,V11,"Deep red",1
37426,1011049200,118,2002,V12,"La Proue",1
37427,1011049200,118,2002,V12,"Ange avec Des Cornes",1
37428,1011049200,118,2002,V12,"La Pelle",1
37429,1011049200,118,2002,V11,??,1
37430,1011481200,118,2002,V12,"Kirk Windstein",1
37431,1011481200,118,2002,V12,Eehoo,1
37432,1011481200,118,2002,V12,"Wizards and dreams",1
37433,1011481200,118,2002,V10,"Great peril",1
37434,1011481200,118,2002,V11,Sting,1
37435,1011481200,118,2002,V11,"The molemen",1
37436,1011481200,118,2002,V11,"Les rondeusr des tes",1
37469,1011394800,65,2002,V8,Cytogrinder,1
37470,1011394800,65,2002,V7,Helicopter,1
37471,1011394800,65,2002,V7,"Some Biceps Are Bigg",1
37472,1011394800,65,2002,V6,"Willow's Wart",1
37473,1011567600,65,2002,V6,"Tendonitis Traverse",1
37474,1011567600,65,2002,V7,"Double Arette",1
37585,1011481200,155,2002,V9,"Ape Drap Direct",1
37812,1009839600,118,2002,V12,"Stand and Deliver sd",1
38009,1010617200,161,2002,V8,noname,1
38010,1010098800,161,2002,V8,"Ape Drape",1
38011,1010098800,161,2002,V8,Trackside,1
38012,1010358000,161,2002,V7,noname,1
38023,1011999600,148,2002,V6,"Die Krupps",1
38024,1012086000,148,2002,V5,"Chinese Puzzle",1
38060,1011999600,5,2002,V7,"Back to School",1
38201,1011826800,155,2002,V10,"Neon Dust",1
38202,1012258800,155,2002,V10,"Brad Pit",1
38302,1012345200,118,2002,V14,Dreamtime,1
38694,1012604400,5,2002,V5,"Finding Time",1
39357,1014505200,69,2002,V8,"The Pearl",1
39504,1013295600,65,2002,V6,"Mountain Magic",1
39505,1013295600,65,2002,V7,"Threat Condition Del",1
39506,1013295600,65,2002,V8,"Dragon Fire",1
39557,1012258800,43,2002,V9,"Glass Roof",1
39558,1012345200,43,2002,V11,"Barefoot on Sacred Ground",1
39559,1012604400,43,2002,V11,Chbalanke,1
39560,1013209200,43,2002,V12,"Diaphanous sea",1
39605,1013209200,166,2002,V6,"salto a la regleta",1
39606,1013209200,166,2002,V5,"salto al romo",1
39607,1013209200,166,2002,V6,"Extraplomo largo",1
39608,1013209200,166,2002,V5,"dinamico extraplomo",1
39609,1005260400,166,2001,V5,Omellete,1
39610,1011135600,166,2002,V5,tostadas,1
39611,1004310000,166,2001,V5,"Mr Norrea",1
39612,1002146400,166,2001,V5,Viper,1
39613,1000159200,166,2001,V5,"regleteas entrada",1
39614,997912800,166,2001,V4,"campus ensalda",1
39615,997480800,166,2001,V4,"dinamico cortante",1
40014,1013814000,148,2002,V7,"Blue Funk",1
40015,1013814000,148,2002,V6,Ebb,1
40155,1011481200,131,2002,V11,"Jeux de mains, jeux",1
40156,1013295600,131,2002,V12,Megalomen,1
40413,1013382000,38,2002,V9,"Full Keyhole Trav.",1
40414,1013382000,38,2002,V7,Beachball,1
40415,1008025200,38,2001,V6,"Rim Trav. Extension",1
40915,1014505200,69,2002,V8,"Waiting for messiah",1
40916,1014505200,69,2002,V8,"Taste your own medic",1
40917,1014505200,69,2002,V8,1996,1
41048,1014591600,148,2002,V6,"Slap and Tickle",1
41061,1013382000,61,2002,V5,"Child's Play",1
41062,1013382000,61,2002,V5,"Glass House",1
41063,1010703600,61,2002,V5,unnamed,1
41218,1014937200,148,2002,V7,Traffic,1
41219,1014937200,148,2002,V5,Fume,1
41331,1015110000,85,2002,V9,Karunga,1
41332,1015110000,85,2002,V9,"Virgin Buster",1
41386,1015110000,88,2002,V4,Travesia,1
41387,1015110000,88,2002,V4,Travesia,1
41440,1015110000,88,2002,V4,Placa,1
41441,1015110000,88,2002,V5,Naiara,1
41442,1015110000,88,2002,V4,Hombro,1
41448,1015110000,88,2002,V4,"Travesia romos",1
41494,999295200,6,2001,V8,"Midwife Crisis",1
41495,996616800,6,2001,V8,"Black Magic",1
41642,1015196400,38,2002,V8,"B9 var of Jas Undrct",1
41643,1015196400,38,2002,V6,"Banana Reverse",1
41644,1010098800,38,2002,V6,"B8 remergence wall",1
41645,1015196400,38,2002,V6,"Unnamed B7",1
41646,1015282800,38,2002,V8,"Kudos (easy way)",1
41647,1015282800,38,2002,V8,"A Bigger Splash",1
41648,1015282800,38,2002,V6,"A Bigger Tail",1
42269,1010617200,167,2002,V5,Underhuggaren,1
42386,1014159600,118,2002,V11,"Unendliche Geschichte 1",1
42387,1014159600,118,2002,V12,"Unendliche Geschichte 2",1
42388,1014159600,118,2002,V12,"High spirit",1
42389,1014159600,118,2002,V11,"Massive Attack",1
42390,1013727600,118,2002,V9,Supernova,1
42391,1014159600,118,2002,V11,"Down under",1
42392,1014159600,118,2002,V11,"Du côté de Seshuan",1
42393,1014159600,118,2002,V11,"No liberty",1
42394,1014332400,118,2002,V11,Entwash,1
42395,1014332400,118,2002,V12,"She lobs lair",1
42397,1014332400,118,2002,V11,Darkness,1
42398,1014332400,118,2002,V12,"Force of nature",1
42399,1014332400,118,2002,V11,"Marilyn Monroe",1
42400,1011654000,118,2002,V12,"Eyes Closed Navigation",1
42401,1011654000,118,2002,V13,Shadowfax,1
42402,1014332400,118,2002,V12,"The Intercessor",1
42403,1014591600,118,2002,V13,Mithril,1
42404,1014332400,118,2002,V11,"Walker on earth",1
42564,1015628400,65,2002,V5,"phoney baloney",1
42565,1015628400,65,2002,V6,"sun in my eyes",1
42566,1015887600,65,2002,V8,"Big Boy",1
42567,1015628400,65,2002,V6,"Mono E Mono",1
42568,1015628400,65,2002,V6,"?? right of boysize",1
42569,1015628400,65,2002,V6,"Porcini and Portobel",1
42570,1015801200,65,2002,V7,Maxipad,1
42571,1015801200,65,2002,V6,"Dave's Face",1
42572,1010703600,65,2002,V5,"Cave Man",1
42573,1010703600,118,2002,V12,"Big Dragon",1
42574,1010703600,118,2002,V11,"La Marveille",1
42949,1015714800,69,2002,V8,"Patrick's pinch",1
42950,1015628400,69,2002,V7,Sensationalist,1
42951,960674400,69,2000,V5,"Gill's Double Clutch",1
42965,1063144800,111,2003,V1,"Svarta Maran",1
43029,1013382000,184,2002,V0-,"sit start one - LV",1
43030,1014850800,184,2002,V3,?,1
43031,1014850800,184,2002,V3,?,1
43032,0,184,0,V2,?,1
43033,0,184,0,V2,?,1
43034,0,184,0,V2,?,1
43035,1012431600,184,2002,V2,?,1
43036,0,184,0,V2,?,1
43037,1014850800,184,2002,V2,?,1
43038,1014850800,184,2002,V3,?,1
43039,0,184,0,V1,?,1
43071,1013986800,51,2002,V6,??????,1
43128,1015974000,158,2002,V8,"Kung Fu",1
43142,1016233200,78,2002,V5,FlashGorden,1
43199,1015801200,61,2002,V7,Babyface,1
43200,1015801200,61,2002,V7,"B Flat",1
43201,1015801200,61,2002,V6,"Walrus in a Blender",1
43234,1016406000,167,2002,V8,Fyllekajan,1
43329,1016319600,151,2002,V8,"Onde de Choc",1
43330,1016233200,151,2002,V8,"End of Iceberg",1
43331,1016319600,151,2002,V6,"Hyper plomb",1
43332,1016319600,151,2002,V6,"Égoïste",1
43364,1016319600,59,2002,V6,"The Rose",1
43365,1016319600,59,2002,V7,"Gran Torino",1
43366,1016319600,59,2002,V9,"Expanding Man",1
43394,1016319600,88,2002,V8,nueva,1
43395,1016319600,88,2002,V8,Testarrosa,1
43482,1016319600,69,2002,V8,"Illustrious Buddha",1
43487,1015714800,155,2002,V8,"Paratroopin'",1
43488,1015714800,155,2002,V8,"Pockets of Resistance",1
43489,1015714800,155,2002,V7,"A2 is not a Tank",1
43490,1015714800,155,2002,V8,"Boogie Knights",1
43491,1015974000,155,2002,V8,Travis,1
43492,1015974000,155,2002,V7,"Anorexic Extension",1
43493,1015974000,155,2002,V8,"Black Magic",1
43494,1016406000,148,2002,V4,Intangible,1
43495,1016406000,148,2002,V3,Bounce,1
44221,1016924400,38,2002,V6,"Pebble Traverse D",1
44222,1016924400,38,2002,V6,"Spur Traverse",1
44519,1017183600,151,2002,V10,"La Traversée de la Mée",1
44600,1017356400,167,2002,V6,"HR Poa",1
44818,1016924400,59,2002,V9,"Soul Slinger",1
44819,1016924400,59,2002,V8,"Change of Heart",1
44820,1016924400,59,2002,V8,"High Plains Drifter",1
44846,1017529200,1,2002,V5,"Abu Garcia",1
44847,1017529200,1,2002,V3,"Lina badar, ss-Höger",1
45010,1017612000,1,2002,V3,"Integrerad maria",1
45011,1018908000,1,2002,V4,"Norsk Hydro",1
45013,1017529200,69,2002,V9,"Who is Buddha",1
45014,1017356400,82,2002,V7,SPAM,1
45015,1017356400,82,2002,V8,"Big Boys",1
45016,1017356400,82,2002,V8,"stand up",1
45055,1016838000,158,2002,V8,Carnage,1
45056,1017442800,158,2002,V8,Carnazina,1
45059,1017529200,65,2002,V6,"Smoke Signals",1
45060,1017529200,65,2002,V6,"Tincan Alley",1
45061,1017442800,65,2002,V6,"??Arete thing",1
45062,1017442800,65,2002,V6,"??Roof problem",1
45079,1017442800,148,2002,V8,Spatchcock,1
45080,1016924400,111,2002,V1,"Hjalmar direkt",1
45081,1017529200,111,2002,V2,"Plan 13:27",1
45082,1017612000,111,2002,V1,"Lina badar",1
45083,1017612000,111,2002,V0,"I´m Chevy Chase and",1
45084,1017529200,111,2002,V0,"Plan 15:10",1
45163,926373600,61,1999,V5,Mentos,1
45164,926373600,61,1999,V6,"Black Boulder Problem",1
45165,926373600,61,1999,V5,"Andrew Roof",1
45166,926373600,61,1999,V5,Lorax,1
45181,1017529200,35,2002,V5,Pelican,1
45182,989877600,35,2001,V5,"The Sickness",1
45323,1017698400,167,2002,V6,"Emma vet bäst",1
45473,1017529200,167,2002,V4,"Arêten vid grottan",1
45985,1017871200,167,2002,V4,"Whenever, wherever",1
46046,1017871200,1,2002,V3,"Saved by the bell",1
46125,1017356400,82,2002,V5,"snake mouth",1
46126,1017356400,82,2002,V5,"Phoney Baloney",1
46127,1017356400,82,2002,V5,"slap me silly",1
46128,1017356400,82,2002,V2,"Warm me up scotty",1
46129,1017356400,82,2002,V3,"Warm me up Scotty Tr",1
46359,1016751600,11,2002,V7,"Jet Set",1
46360,1017442800,11,2002,V8,Carnage,1
46361,1016838000,11,2002,V6,"dalle någonting",1
46362,1016924400,11,2002,V7,Duroxmanie,1
46731,1018044000,155,2002,V9,"Pilot Error Cave?",1
46789,1016578800,118,2002,V13,"Khéops",1
46790,1016578800,118,2002,V12,"Total eclipse",1
46791,1016578800,118,2002,V11,"l'apparemment",1
46792,1016578800,118,2002,V11,"Big Bang",1
46793,1016578800,118,2002,V11,Iceberg,1
46798,1016578800,118,2002,V11,Voltaine,1
46799,1016578800,118,2002,V11,Jacadi,1
46800,1016578800,118,2002,V10,"L'idiot",1
46801,1016578800,118,2002,V9,"la tailleur de menso",1
46802,1017442800,118,2002,V12,"Ganymede Takeover",1
46803,1017442800,118,2002,V11,Pamplemousse,1
46804,1017442800,118,2002,V11,Frogger,1
46823,1018044000,149,2002,V13,"Travesia de Balzola",1
47018,1018130400,78,2002,V5,Dharma,1
47087,1018130400,69,2002,V8,"Lynn Hill's Traverse",1
47155,1015369200,82,2002,V6,"sun in my eyes tr.",1
47156,1015369200,82,2002,V7,"Right of Big Boys vr",1
47158,1018044000,82,2002,V5,"Sun in my eyes",1
47327,1017010800,173,2002,V11,?,1
47382,1017097200,11,2002,V6,"La Rhume Folle",1
47383,1018216800,11,2002,V7,baltazar,1
47384,1018216800,11,2002,V8,"kung fu",1
47385,1017957600,11,2002,V6,tingel,1
47417,1190412000,111,2007,V4,"Kebab, en gudagåva",1
47418,1086818400,111,2004,V1,"Innocent lost",1
47429,1029448800,155,2002,V9,"E-Treme Cool",1
47430,1018303200,155,2002,V9,"Amniotic World",1
47431,1018303200,155,2002,V8,"Rave Heart",1
47432,1018303200,155,2002,V8,Gastonia,1
47707,1016578800,149,2002,V11,"Atomic playboy",1
47708,1016578800,149,2002,V11,Coccinelle,1
47709,1016578800,149,2002,V11,"La Migale",1
47710,1016146800,149,2002,V9,"La Chapelle",1
47941,1018476000,1,2002,V1,"Artet, block vänster",1
47942,1018476000,1,2002,V0,Valen?,1
47943,1010703600,1,2002,V0,highball,1
47997,1063144800,111,2003,V1,"Kvinnligt grisskrik",1
48201,1018648800,184,2002,V3,?,1
48202,1018648800,184,2002,V1,?,1
48203,1018648800,184,2002,V1,?,1
48204,1018648800,184,2002,V3,?,1
48205,1018648800,184,2002,V1,?,1
48206,1018648800,184,2002,V1,?,1
48207,1018648800,184,2002,V1,?,1
48208,1018648800,184,2002,V2,?,1
48209,1018648800,184,2002,V1,?,1
48210,1018648800,184,2002,V0-,?,1
48211,1018648800,184,2002,V0-,?,1
48321,1018648800,148,2002,V5,"Wine Showers",1
48322,1017612000,148,2002,V4,"Sakkie Sakkie",1
48365,1018648800,78,2002,V5,"Mantra Slider",1
48464,1018648800,82,2002,V3,"Goatcheese Tr",1
48465,1018648800,82,2002,V5,Goatcheese,1
48466,1018648800,82,2002,V7,Chips,1
48492,1018648800,82,2002,V8,"Phoney Baloney Trv",1
48560,1029189600,155,2002,V9,"Cave Man",1
49518,1019340000,167,2002,V6,"Haley's komet",1
49547,1019253600,1,2002,V1,"Ängsareten",1
49548,1019340000,1,2002,V2,"Ängsareten direkt",1
49579,1019340000,111,2002,V3,"Hang Loose",1
49580,1019340000,111,2002,V1,Jurgens,1
49581,1030399200,111,2002,V1,"Vänsterflanken",1
49582,1019340000,111,2002,V1,"Pissmyrorna kommer!",1
49619,1028930400,155,2002,V9,"Ogre Thumb",1
49737,1019340000,151,2002,V6,"l'Abattoir",1
49738,1019340000,151,2002,V6,"Cortomaltèse",1
49777,1019253600,78,2002,V4,Crippler,1
50176,1010703600,1,2002,V0,"I'm chevy chase...",1
50177,1018476000,1,2002,V0,M.K.I.D.R.,1
50178,1019426400,1,2002,V0-,"Egyptiskt finge...",1
50179,1010703600,1,2002,V1,"Classico droga",1
50403,1019253600,35,2002,V6,"PBC 220",1
50404,1019253600,35,2002,V5,"PBC 150",1
50405,1019253600,35,2002,V5,"PBC 110",1
50406,1019253600,35,2002,V4,"PBC 80",1
51010,1019858400,125,2002,V8,"New Pair of Glasses",1
51021,1083016800,111,2004,V4,"Nu får du allt jä...",1
51022,1083016800,111,2004,V2,"Manligt kvinnoskrik",1
51044,1019858400,167,2002,V5,"Rövdöden",1
51151,1019858400,148,2002,V5,Kudu,1
51264,1019944800,28,2002,V8,"95% man",1
51266,1019944800,28,2002,V6,"If Brad Had a Hammer",1
51267,1019944800,28,2002,V5,"Left Potato Bondar",1
51268,1019944800,28,2002,V8,"Pete's Eliminate",1
51274,1019340000,167,2002,V5,Valrossen,1
51479,1020031200,155,2002,V9,Annagramma,1
51480,1028930400,155,2002,V9,"Extended World",1
51481,1028930400,155,2002,V11,"Viva Resistance",1
51482,1028930400,155,2002,V11,"Cave Heart",1
51604,1020204000,167,2002,V6,Stelben,1
51803,1017010800,166,2002,V7,"Huevo Frito",1
51804,1017270000,166,2002,V5,"Una mente Brillante",1
51805,1017270000,166,2002,V5,"El escamoso",1
51806,1017270000,166,2002,V5,"no sabe lo que.. .",1
51807,1017270000,166,2002,V5,"High ball",1
